hierarchyId	pCFID	name	verb	object	filePath
13.3.2	17482	Evaluate performance to requirements	Evaluate	Performance To Requirements	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.2-EvaluatePerformanceToRequirements/index.mdx
13.3.2.1	17483	Test against quality plan	Test	Against Quality Plan	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.2-EvaluatePerformanceToRequirements/13.3.2.1-TestAgainstQualityPlan/index.mdx
13.3.2.1.1	17484	Conduct test and collect data	Conduct	Test And Collect Data	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.2-EvaluatePerformanceToRequirements/13.3.2.1-TestAgainstQualityPlan/17484-ConductTestAndCollectData.mdx
13.3.2.1.2	17485	Record result(s)	Record	Result(s)	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.2-EvaluatePerformanceToRequirements/13.3.2.1-TestAgainstQualityPlan/17485-RecordResultS.mdx
13.3.2.1.3	17486	Determine disposition of result(s)	Determine	Disposition Of Result(s)	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.2-EvaluatePerformanceToRequirements/13.3.2.1-TestAgainstQualityPlan/17486-DetermineDispositionOfResultS.mdx
13.3.2.2	17487	Assess results of tests	Assess	Results Of Tests	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.2-EvaluatePerformanceToRequirements/13.3.2.2-AssessResultsOfTests/index.mdx
13.3.2.2.1	17488	Assess sample significance	Assess	Sample Significance	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.2-EvaluatePerformanceToRequirements/13.3.2.2-AssessResultsOfTests/17488-AssessSampleSignificance.mdx
13.3.2.2.2	17489	Summarize result(s)	Summarize	Result(s)	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.2-EvaluatePerformanceToRequirements/13.3.2.2-AssessResultsOfTests/17489-SummarizeResultS.mdx
13.3.2.2.3	17490	Recommend actions	Recommend	Actions	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.2-EvaluatePerformanceToRequirements/13.3.2.2-AssessResultsOfTests/17490-RecommendActions.mdx
13.3.2.2.4	17491	Decide next steps	Decide	Next Steps	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.2-EvaluatePerformanceToRequirements/13.3.2.2-AssessResultsOfTests/17491-DecideNextSteps.mdx
13.3.3	17492	Manage non-conformance	Manage	Non-conformance	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.3-ManageNonConformance/index.mdx
13.3.3.1	17493	Assess potential impact	Assess	Potential Impact	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.3-ManageNonConformance/17493-AssessPotentialImpact.mdx
13.3.3.2	17494	Determine immediate action(s)	Determine	Immediate Action(s)	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.3-ManageNonConformance/17494-DetermineImmediateActionS.mdx
13.3.3.3	17495	Identify root cause(s)	Identify	Root Cause(s)	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.3-ManageNonConformance/17495-IdentifyRootCauseS.mdx
13.3.3.4	17496	Take corrective or preventative action	Take	Corrective Or Preventative Action	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.3-ManageNonConformance/17496-TakeCorrectiveOrPreventativeAction.mdx
13.3.3.5	17497	Close non-conformance	Close	Non-conformance	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.3-ManageNonConformance/17497-CloseNonConformance.mdx
13.3.4	17498	Implement and maintain the enterprise quality management system (EQMS)	Implement	And Maintain Enterprise Quality Management System (EQMS)	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.4-ImplementAndMaintainTheEnterpriseQualityManagementSystemEqms/index.mdx
13.3.4.1	17499	Define the quality strategy	Define	Quality Strategy	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.4-ImplementAndMaintainTheEnterpriseQualityManagementSystemEqms/17499-DefineTheQualityStrategy.mdx
13.3.4.2	17500	Plan and deploy the EQMS scope, targets, and goals	Plan	And Deploy EQMS Scope, Targets, And Goals	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.4-ImplementAndMaintainTheEnterpriseQualityManagementSystemEqms/17500-PlanAndDeployTheEqmsScopeTargetsAndGoals.mdx
13.3.4.3	17501	Identify core EQMS processes, controls, and metrics	Identify	Core EQMS Processes, Controls, And Metrics	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.4-ImplementAndMaintainTheEnterpriseQualityManagementSystemEqms/17501-IdentifyCoreEqmsProcessesControlsAndMetrics.mdx
13.3.4.4	17502	Develop and document EQMS policies, procedures, standards, and measures	Develop	And Document EQMS Policies, Procedures, Standards, And Measures	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.4-ImplementAndMaintainTheEnterpriseQualityManagementSystemEqms/17502-DevelopAndDocumentEqmsPoliciesProceduresStandardsAndMeasures.mdx
13.3.4.5	17503	Assess the EQMS performance	Assess	EQMS Performance	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.4-ImplementAndMaintainTheEnterpriseQualityManagementSystemEqms/17503-AssessTheEqmsPerformance.mdx
13.3.4.6	17504	Create environment and capability for EQMS improvement(s)	Create	Environment And Capability For EQMS Improvement(s)	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.4-ImplementAndMaintainTheEnterpriseQualityManagementSystemEqms/13.3.4.6-CreateEnvironmentAndCapabilityForEqmsImprovementS/index.mdx
13.3.4.6.1	17505	Reward quality excellence	Reward	Quality Excellence	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.4-ImplementAndMaintainTheEnterpriseQualityManagementSystemEqms/13.3.4.6-CreateEnvironmentAndCapabilityForEqmsImprovementS/17505-RewardQualityExcellence.mdx
13.3.4.6.2	17506	Create and maintain quality partnerships	Create	And Maintain Quality Partnerships	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.4-ImplementAndMaintainTheEnterpriseQualityManagementSystemEqms/13.3.4.6-CreateEnvironmentAndCapabilityForEqmsImprovementS/17506-CreateAndMaintainQualityPartnerships.mdx
13.3.4.6.3	17507	Maintain talent capabilities and competencies	Maintain	Talent Capabilities And Competencies	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.4-ImplementAndMaintainTheEnterpriseQualityManagementSystemEqms/13.3.4.6-CreateEnvironmentAndCapabilityForEqmsImprovementS/17507-MaintainTalentCapabilitiesAndCompetencies.mdx
13.3.4.6.4	17508	Incorporate EQMS messaging into communication channels	Incorporate	EQMS Messaging Into Communication Channels	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.4-ImplementAndMaintainTheEnterpriseQualityManagementSystemEqms/13.3.4.6-CreateEnvironmentAndCapabilityForEqmsImprovementS/17508-IncorporateEqmsMessagingIntoCommunicationChannels.mdx
13.3.4.6.5	17509	Assure independent EQMS management access to appropriate authority in the organization	Assure	Independent EQMS Management Access To Appropriate Authority In Organization	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.4-ImplementAndMaintainTheEnterpriseQualityManagementSystemEqms/13.3.4.6-CreateEnvironmentAndCapabilityForEqmsImprovementS/17509-AssureIndependentEqmsManagementAccessToAppropriateAuthorityInTheOrganization.mdx
13.3.4.6.6	17510	Transfer proven EQMS methods	Transfer	Proven EQMS Methods	13-DevelopAndManageBusinessCapabilities/13.3-ManageEnterpriseQuality/13.3.4-ImplementAndMaintainTheEnterpriseQualityManagementSystemEqms/13.3.4.6-CreateEnvironmentAndCapabilityForEqmsImprovementS/17510-TransferProvenEqmsMethods.mdx
13.4	11074	Manage change	Manage	Change	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/index.mdx
13.4.1	11134	Plan for change	Plan	For Change	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/index.mdx
13.4.1.1	11138	Select process improvement methodology	Select	Process Improvement Methodology	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/11138-SelectProcessImprovementMethodology.mdx
13.4.1.2	11140	Determine stakeholders	Determine	Stakeholders	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/11140-DetermineStakeholders.mdx
13.4.1.3	11139	Assess readiness for change	Assess	Readiness For Change	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/11139-AssessReadinessForChange.mdx
13.4.1.4	11141	Identify change champion(s)	Identify	Change Champion(s)	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/11141-IdentifyChangeChampionS.mdx
13.4.1.5	11142	Form design team	Form	Design Team	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/11142-FormDesignTeam.mdx
13.4.1.6	11143	Define scope	Define	Scope	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/11143-DefineScope.mdx
13.4.1.7	11144	Understand current state	Understand	Current State	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/11144-UnderstandCurrentState.mdx
13.4.1.8	11145	Define future state	Define	Future State	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/11145-DefineFutureState.mdx
13.4.1.9	11146	Conduct organizational risk analysis	Conduct	Organizational Risk Analysis	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/11146-ConductOrganizationalRiskAnalysis.mdx
13.4.1.10	11147	Assess cultural issues	Assess	Cultural Issues	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/11147-AssessCulturalIssues.mdx
13.4.1.11	20143	Identify impacted groups	Identify	Impacted Groups	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/20143-IdentifyImpactedGroups.mdx
13.4.1.12	20144	Determine degree/extent of impact	Determine	Degree/extent Of Impact	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/20144-DetermineDegreeExtentOfImpact.mdx
13.4.1.13	11148	Establish accountability for change management	Establish	Accountability For Change Management	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/11148-EstablishAccountabilityForChangeManagement.mdx
13.4.1.14	11149	Identify barriers to change	Identify	Barriers To Change	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/11149-IdentifyBarriersToChange.mdx
13.4.1.15	11150	Determine change enablers	Determine	Change Enablers	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/11150-DetermineChangeEnablers.mdx
13.4.1.16	11151	Identify resources and develop measures	Identify	Resources And Develop Measures	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.1-PlanForChange/11151-IdentifyResourcesAndDevelopMeasures.mdx
13.4.2	11135	Design the change	Design	Change	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.2-DesignTheChange/index.mdx
13.4.2.1	11152	Assess connection to other initiatives	Assess	Connection To Other Initiatives	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.2-DesignTheChange/11152-AssessConnectionToOtherInitiatives.mdx
13.4.2.2	11153	Develop change management plans	Develop	Change Management Plans	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.2-DesignTheChange/11153-DevelopChangeManagementPlans.mdx
13.4.2.3	11154	Develop training plan	Develop	Training Plan	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.2-DesignTheChange/11154-DevelopTrainingPlan.mdx
13.4.2.4	11155	Develop communication plan	Develop	Communication Plan	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.2-DesignTheChange/11155-DevelopCommunicationPlan.mdx
13.4.2.5	20145	Assign change champion(s)	Assign	Change Champion(s)	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.2-DesignTheChange/20145-AssignChangeChampionS.mdx
13.4.2.6	11156	Develop rewards/incentives plan	Develop	Rewards/incentives Plan	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.2-DesignTheChange/11156-DevelopRewardsIncentivesPlan.mdx
13.4.2.7	11157	Establish change adoption metrics	Establish	Change Adoption Metrics	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.2-DesignTheChange/11157-EstablishChangeAdoptionMetrics.mdx
13.4.2.8	11158	Establish/Clarify new roles	Establish/Clarify	New Roles	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.2-DesignTheChange/11158-EstablishClarifyNewRoles.mdx
13.4.2.9	11159	Identify budget/roles	Identify	Budget/roles	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.2-DesignTheChange/11159-IdentifyBudgetRoles.mdx
13.4.3	11136	Implement change	Implement	Change	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.3-ImplementChange/index.mdx
13.4.3.1	11160	Create commitment for improvement/change	Create	Commitment For Improvement/change	13-DevelopAndManageBusinessCapabilities/13.4-ManageChange/13.4.3-ImplementChange/11160-CreateCommitmentForImprovementChange.mdx
