hierarchyId	pCFID	name	verb	object	filePath
4.1.2.3	19648	Monitor external changes in the industry or marketplace	Monitor	External Changes In Industry Or Marketplace	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.2-PlanSalesAndOperations/19648-MonitorExternalChangesInTheIndustryOrMarketplace.mdx
4.1.3	10222	Manage demand for products	Manage	Demand For Products	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.3-ManageDemandForProducts/index.mdx
4.1.3.1	10235	Develop baseline demand forecasts	Develop	Baseline Demand Forecasts	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.3-ManageDemandForProducts/10235-DevelopBaselineDemandForecasts.mdx
4.1.3.2	10236	Collaborate demand with customers	Collaborate	Demand With Customers	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.3-ManageDemandForProducts/10236-CollaborateDemandWithCustomers.mdx
4.1.3.3	10237	Develop demand consensus forecast	Develop	Demand Consensus Forecast	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.3-ManageDemandForProducts/10237-DevelopDemandConsensusForecast.mdx
4.1.3.4	10238	Determine available to promise	Determine	Available To Promise	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.3-ManageDemandForProducts/10238-DetermineAvailableToPromise.mdx
4.1.3.5	10239	Monitor activity against demand forecast and revise forecast	Monitor	Activity Against Demand Forecast And Revise Forecast	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.3-ManageDemandForProducts/10239-MonitorActivityAgainstDemandForecastAndReviseForecast.mdx
4.1.3.6	10240	Evaluate and revise demand forecasting approach	Evaluate	And Revise Demand Forecasting Approach	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.3-ManageDemandForProducts/10240-EvaluateAndReviseDemandForecastingApproach.mdx
4.1.3.7	10241	Measure demand forecast accuracy	Measure	Demand Forecast Accuracy	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.3-ManageDemandForProducts/10241-MeasureDemandForecastAccuracy.mdx
4.1.4	10223	Create materials plan	Create	Materials Plan	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.4-CreateMaterialsPlan/index.mdx
4.1.4.1	10242	Create unconstrained plan	Create	Unconstrained Plan	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.4-CreateMaterialsPlan/10242-CreateUnconstrainedPlan.mdx
4.1.4.2	10243	Collaborate with supplier and contract manufacturers	Collaborate	With Supplier And Contract Manufacturers	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.4-CreateMaterialsPlan/10243-CollaborateWithSupplierAndContractManufacturers.mdx
4.1.4.3	10244	Identify critical materials and supplier capacity	Identify	Critical Materials And Supplier Capacity	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.4-CreateMaterialsPlan/10244-IdentifyCriticalMaterialsAndSupplierCapacity.mdx
4.1.4.4	10245	Monitor material specifications	Monitor	Material Specifications	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.4-CreateMaterialsPlan/10245-MonitorMaterialSpecifications.mdx
4.1.4.5	10246	Generate constrained plan	Generate	Constrained Plan	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.4-CreateMaterialsPlan/10246-GenerateConstrainedPlan.mdx
4.1.4.6	14196	Define production balance and control	Define	Production Balance And Control	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.4-CreateMaterialsPlan/14196-DefineProductionBalanceAndControl.mdx
4.1.5	10224	Create and manage master production schedule	Create	And Manage Master Production Schedule	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.5-CreateAndManageMasterProductionSchedule/index.mdx
4.1.5.1	20023	Model production network to enable simulation and optimization	Model	Production Network To Enable Simulation And Optimization	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.5-CreateAndManageMasterProductionSchedule/20023-ModelProductionNetworkToEnableSimulationAndOptimization.mdx
4.1.5.2	20024	Create master production schedule	Create	Master Production Schedule	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.5-CreateAndManageMasterProductionSchedule/20024-CreateMasterProductionSchedule.mdx
4.1.5.3	17041	Maintain master production schedule	Maintain	Master Production Schedule	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.5-CreateAndManageMasterProductionSchedule/17041-MaintainMasterProductionSchedule.mdx
4.1.6	17042	Plan distribution requirements	Plan	Distribution Requirements	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.6-PlanDistributionRequirements/index.mdx
4.1.6.1	10252	Maintain master data	Maintain	Master Data	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.6-PlanDistributionRequirements/10252-MaintainMasterData.mdx
4.1.6.2	10253	Determine finished goods inventory requirements at destination	Determine	Finished Goods Inventory Requirements At Destination	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.6-PlanDistributionRequirements/10253-DetermineFinishedGoodsInventoryRequirementsAtDestination.mdx
4.1.6.3	19555	Determine product storage facility requirements	Determine	Product Storage Facility Requirements	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.6-PlanDistributionRequirements/19555-DetermineProductStorageFacilityRequirements.mdx
4.1.6.4	10254	Calculate requirements at destination	Calculate	Requirements At Destination	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.6-PlanDistributionRequirements/10254-CalculateRequirementsAtDestination.mdx
4.1.6.5	10255	Calculate consolidation at source	Calculate	Consolidation At Source	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.6-PlanDistributionRequirements/10255-CalculateConsolidationAtSource.mdx
4.1.6.6	10256	Manage collaborative replenishment planning	Manage	Collaborative Replenishment Planning	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.6-PlanDistributionRequirements/10256-ManageCollaborativeReplenishmentPlanning.mdx
4.1.6.7	10258	Calculate and optimize destination dispatch plan	Calculate	And Optimize Destination Dispatch Plan	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.6-PlanDistributionRequirements/10258-CalculateAndOptimizeDestinationDispatchPlan.mdx
4.1.6.8	10259	Manage dispatch plan attainment	Manage	Dispatch Plan Attainment	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.6-PlanDistributionRequirements/10259-ManageDispatchPlanAttainment.mdx
4.1.6.9	10260	Calculate and optimize destination load plans	Calculate	And Optimize Destination Load Plans	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.6-PlanDistributionRequirements/10260-CalculateAndOptimizeDestinationLoadPlans.mdx
4.1.6.10	10261	Manage partner load plan	Manage	Partner Load Plan	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.6-PlanDistributionRequirements/10261-ManagePartnerLoadPlan.mdx
4.1.6.11	10262	Manage cost of supply	Manage	Cost Of Supply	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.6-PlanDistributionRequirements/10262-ManageCostOfSupply.mdx
4.1.6.12	10263	Manage capacity utilization	Manage	Capacity Utilization	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.6-PlanDistributionRequirements/10263-ManageCapacityUtilization.mdx
4.1.7	10226	Establish distribution planning constraints	Establish	Distribution Planning Constraints	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.7-EstablishDistributionPlanningConstraints/index.mdx
4.1.7.1	10267	Establish distribution center layout constraints	Establish	Distribution Center Layout Constraints	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.7-EstablishDistributionPlanningConstraints/10267-EstablishDistributionCenterLayoutConstraints.mdx
4.1.7.2	10268	Establish inventory management constraints	Establish	Inventory Management Constraints	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.7-EstablishDistributionPlanningConstraints/10268-EstablishInventoryManagementConstraints.mdx
4.1.7.3	10269	Establish transportation management constraints	Establish	Transportation Management Constraints	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.7-EstablishDistributionPlanningConstraints/10269-EstablishTransportationManagementConstraints.mdx
4.1.7.4	19558	Establish storage management constraints	Establish	Storage Management Constraints	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.7-EstablishDistributionPlanningConstraints/19558-EstablishStorageManagementConstraints.mdx
4.1.8	10227	Review distribution planning policies	Review	Distribution Planning Policies	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.8-ReviewDistributionPlanningPolicies/index.mdx
4.1.8.1	10264	Review distribution network	Review	Distribution Network	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.8-ReviewDistributionPlanningPolicies/10264-ReviewDistributionNetwork.mdx
4.1.8.2	10265	Establish sourcing relationships	Establish	Sourcing Relationships	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.8-ReviewDistributionPlanningPolicies/10265-EstablishSourcingRelationships.mdx
4.1.8.3	10266	Establish dynamic deployment policies	Establish	Dynamic Deployment Policies	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.8-ReviewDistributionPlanningPolicies/10266-EstablishDynamicDeploymentPolicies.mdx
4.1.9	10368	Develop quality standards and procedures	Develop	Quality Standards And Procedures	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.9-DevelopQualityStandardsAndProcedures/index.mdx
4.1.9.1	10371	Establish quality targets	Establish	Quality Targets	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.9-DevelopQualityStandardsAndProcedures/10371-EstablishQualityTargets.mdx
4.1.9.2	10372	Develop standard testing procedures	Develop	Standard Testing Procedures	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.9-DevelopQualityStandardsAndProcedures/10372-DevelopStandardTestingProcedures.mdx
4.1.9.3	10373	Communicate quality specifications	Communicate	Quality Specifications	04-DeliverProducts/4.1-PlanForAndAlignSupplyChainResources/4.1.9-DevelopQualityStandardsAndProcedures/10373-CommunicateQualitySpecifications.mdx
4.2	10216	Procure materials and services	Procure	Materials And Services	04-DeliverProducts/4.2-ProcureMaterialsAndServices/index.mdx
4.2.1	10277	Provide sourcing governance and perform category management	Provide	Sourcing Governance And Perform Category Management	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.1-ProvideSourcingGovernanceAndPerformCategoryManagement/index.mdx
4.2.1.1	10281	Develop procurement plan	Develop	Procurement Plan	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.1-ProvideSourcingGovernanceAndPerformCategoryManagement/10281-DevelopProcurementPlan.mdx
4.2.1.2	10282	Clarify purchasing requirements	Clarify	Purchasing Requirements	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.1-ProvideSourcingGovernanceAndPerformCategoryManagement/10282-ClarifyPurchasingRequirements.mdx
4.2.1.3	10283	Establish materials management contingency plans	Establish	Materials Management Contingency Plans	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.1-ProvideSourcingGovernanceAndPerformCategoryManagement/10283-EstablishMaterialsManagementContingencyPlans.mdx
4.2.1.4	10284	Match needs to supply capabilities	Match	Needs To Supply Capabilities	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.1-ProvideSourcingGovernanceAndPerformCategoryManagement/10284-MatchNeedsToSupplyCapabilities.mdx
4.2.1.5	10285	Analyze organization’s spend profile	Analyze	Organization’s Spend Profile	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.1-ProvideSourcingGovernanceAndPerformCategoryManagement/10285-AnalyzeOrganizationSSpendProfile.mdx
4.2.1.6	10286	Seek opportunities to improve efficiency and value	Seek	Opportunities To Improve Efficiency And Value	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.1-ProvideSourcingGovernanceAndPerformCategoryManagement/10286-SeekOpportunitiesToImproveEfficiencyAndValue.mdx
4.2.1.7	10287	Collaborate with suppliers to identify sourcing opportunities	Collaborate	With Suppliers To Identify Sourcing Opportunities	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.1-ProvideSourcingGovernanceAndPerformCategoryManagement/10287-CollaborateWithSuppliersToIdentifySourcingOpportunities.mdx
4.2.2	20973	Develop sourcing and category management strategies	Develop	Sourcing And Category Management Strategies	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.2-DevelopSourcingAndCategoryManagementStrategies/20973-DevelopSourcingAndCategoryManagementStrategies.mdx
4.2.3	10278	Select suppliers and develop/maintain contracts	Select	Suppliers And Develop/maintain Contracts	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.3-SelectSuppliersAndDevelopMaintainContracts/index.mdx
4.2.3.1	10288	Select suppliers	Select	Suppliers	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.3-SelectSuppliersAndDevelopMaintainContracts/10288-SelectSuppliers.mdx
4.2.3.2	10289	Certify and validate suppliers	Certify	And Validate Suppliers	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.3-SelectSuppliersAndDevelopMaintainContracts/10289-CertifyAndValidateSuppliers.mdx
4.2.3.3	10290	Negotiate and establish contracts	Negotiate	And Establish Contracts	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.3-SelectSuppliersAndDevelopMaintainContracts/10290-NegotiateAndEstablishContracts.mdx
4.2.3.4	10291	Manage contracts	Manage	Contracts	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.3-SelectSuppliersAndDevelopMaintainContracts/10291-ManageContracts.mdx
4.2.4	10279	Order materials and services	Order	Materials And Services	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.4-OrderMaterialsAndServices/index.mdx
4.2.4.1	10292	Process/Review requisitions	Process/Review	Requisitions	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.4-OrderMaterialsAndServices/10292-ProcessReviewRequisitions.mdx
4.2.4.2	10293	Approve requisitions	Approve	Requisitions	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.4-OrderMaterialsAndServices/10293-ApproveRequisitions.mdx
4.2.4.3	10294	Solicit/Track vendor quotes	Solicit/Track	Vendor Quotes	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.4-OrderMaterialsAndServices/10294-SolicitTrackVendorQuotes.mdx
4.2.4.4	10295	Create/Distribute purchase orders	Create/Distribute	Purchase Orders	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.4-OrderMaterialsAndServices/10295-CreateDistributePurchaseOrders.mdx
4.2.4.5	10296	Expedite orders and satisfy inquiries	Expedite	Orders And Satisfy Inquiries	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.4-OrderMaterialsAndServices/10296-ExpediteOrdersAndSatisfyInquiries.mdx
4.2.4.6	10297	Reconcile purchase orders	Reconcile	Purchase Orders	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.4-OrderMaterialsAndServices/10297-ReconcilePurchaseOrders.mdx
4.2.4.7	10298	Research/Resolve order exceptions	Research/Resolve	Order Exceptions	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.4-OrderMaterialsAndServices/10298-ResearchResolveOrderExceptions.mdx
4.2.5	10280	Manage suppliers	Manage	Suppliers	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.5-ManageSuppliers/index.mdx
4.2.5.1	10299	Monitor/Manage supplier information	Monitor/Manage	Supplier Information	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.5-ManageSuppliers/10299-MonitorManageSupplierInformation.mdx
4.2.5.2	10300	Prepare/Analyze procurement and vendor performance	Prepare/Analyze	Procurement And Vendor Performance	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.5-ManageSuppliers/10300-PrepareAnalyzeProcurementAndVendorPerformance.mdx
4.2.5.3	10301	Support inventory and production processes	Support	Inventory And Production Processes	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.5-ManageSuppliers/10301-SupportInventoryAndProductionProcesses.mdx
4.2.5.4	10302	Monitor quality of product delivered	Monitor	Quality Of Product Delivered	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.5-ManageSuppliers/10302-MonitorQualityOfProductDelivered.mdx
4.2.6	11549	Implement procurement initiatives	Implement	Procurement Initiatives	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.6-ImplementProcurementInitiatives/index.mdx
4.2.6.1	11550	Implement cross-functional buying teams	Implement	Cross-functional Buying Teams	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.6-ImplementProcurementInitiatives/11550-ImplementCrossFunctionalBuyingTeams.mdx
4.2.6.2	11551	Implement buying consortiums	Implement	Buying Consortiums	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.6-ImplementProcurementInitiatives/11551-ImplementBuyingConsortiums.mdx
4.2.6.3	11552	Implement integrated supply	Implement	Integrated Supply	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.6-ImplementProcurementInitiatives/11552-ImplementIntegratedSupply.mdx
4.2.6.4	11553	Implement e-procurement	Implement	E-procurement	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.6-ImplementProcurementInitiatives/11553-ImplementEProcurement.mdx
4.2.6.5	11554	Implement purchasing cost reduction program	Implement	Purchasing Cost Reduction Program	04-DeliverProducts/4.2-ProcureMaterialsAndServices/4.2.6-ImplementProcurementInitiatives/11554-ImplementPurchasingCostReductionProgram.mdx
4.3	10217	Produce/Assemble/Test product	Produce/Assemble/Test	Product	04-DeliverProducts/4.3-ProduceAssembleTestProduct/index.mdx
4.3.1	10303	Schedule production	Schedule	Production	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.1-ScheduleProduction/index.mdx
4.3.1.1	19563	Model and simulate plant	Model	And Simulate Plant	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.1-ScheduleProduction/19563-ModelAndSimulatePlant.mdx
4.3.1.2	10306	Generate line level plan	Generate	Line Level Plan	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.1-ScheduleProduction/10306-GenerateLineLevelPlan.mdx
4.3.1.3	10307	Generate detailed schedule	Generate	Detailed Schedule	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.1-ScheduleProduction/10307-GenerateDetailedSchedule.mdx
4.3.1.4	10308	Schedule production orders and create lots	Schedule	Production Orders And Create Lots	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.1-ScheduleProduction/10308-ScheduleProductionOrdersAndCreateLots.mdx
4.3.1.5	10315	Schedule preventive (planned) maintenance (preventive maintenance orders)	Schedule	Preventive (planned) Maintenance (preventive Maintenance Orders)	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.1-ScheduleProduction/10315-SchedulePreventivePlannedMaintenancePreventiveMaintenanceOrders.mdx
4.3.1.6	10316	Schedule requested (unplanned) maintenance (work order cycle)	Schedule	Requested (unplanned) Maintenance (work Order Cycle)	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.1-ScheduleProduction/10316-ScheduleRequestedUnplannedMaintenanceWorkOrderCycle.mdx
4.3.1.7	10309	Release production orders and create lots	Release	Production Orders And Create Lots	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.1-ScheduleProduction/10309-ReleaseProductionOrdersAndCreateLots.mdx
4.3.2	10304	Produce/Assemble product	Produce/Assemble	Product	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.2-ProduceAssembleProduct/index.mdx
4.3.2.1	10310	Manage raw material inventory	Manage	Raw Material Inventory	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.2-ProduceAssembleProduct/10310-ManageRawMaterialInventory.mdx
4.3.2.2	10311	Execute detailed line schedule	Execute	Detailed Line Schedule	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.2-ProduceAssembleProduct/10311-ExecuteDetailedLineSchedule.mdx
4.3.2.3	10319	Report maintenance issues	Report	Maintenance Issues	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.2-ProduceAssembleProduct/10319-ReportMaintenanceIssues.mdx
4.3.2.4	11560	Monitor quality	Monitor	Quality	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.2-ProduceAssembleProduct/11560-MonitorQuality.mdx
4.3.2.5	10313	Rerun defective items	Rerun	Defective Items	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.2-ProduceAssembleProduct/10313-RerunDefectiveItems.mdx
4.3.2.6	19566	Monitor and optimize production process	Monitor	And Optimize Production Process	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.2-ProduceAssembleProduct/4.3.2.6-MonitorAndOptimizeProductionProcess/index.mdx
4.3.2.6.1	19567	Automate and control plant	Automate	And Control Plant	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.2-ProduceAssembleProduct/4.3.2.6-MonitorAndOptimizeProductionProcess/19567-AutomateAndControlPlant.mdx
4.3.2.6.2	19568	Perform advanced process control	Perform	Advanced Process Control	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.2-ProduceAssembleProduct/4.3.2.6-MonitorAndOptimizeProductionProcess/19568-PerformAdvancedProcessControl.mdx
4.3.2.6.3	19569	Perform real-time optimization	Perform	Real-time Optimization	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.2-ProduceAssembleProduct/4.3.2.6-MonitorAndOptimizeProductionProcess/19569-PerformRealTimeOptimization.mdx
4.3.2.6.4	19570	Manage plant alarms and alerts	Manage	Plant Alarms And Alerts	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.2-ProduceAssembleProduct/4.3.2.6-MonitorAndOptimizeProductionProcess/19570-ManagePlantAlarmsAndAlerts.mdx
4.3.2.7	10314	Assess production performance	Assess	Production Performance	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.2-ProduceAssembleProduct/10314-AssessProductionPerformance.mdx
4.3.3	10369	Perform quality testing	Perform	Quality Testing	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.3-PerformQualityTesting/index.mdx
4.3.3.1	10318	Calibrate test equipment	Calibrate	Test Equipment	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.3-PerformQualityTesting/10318-CalibrateTestEquipment.mdx
4.3.3.2	10374	Perform testing using the standard testing procedure	Perform	Testing Using Standard Testing Procedure	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.3-PerformQualityTesting/10374-PerformTestingUsingTheStandardTestingProcedure.mdx
4.3.3.3	20956	Manage quality samples	Manage	Quality Samples	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.3-PerformQualityTesting/20956-ManageQualitySamples.mdx
4.3.3.4	10375	Record test results	Record	Test Results	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.3-PerformQualityTesting/10375-RecordTestResults.mdx
4.3.3.5	12045	Track and analyze non-conformance trends	Track	And Analyze Non-conformance Trends	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.3-PerformQualityTesting/12045-TrackAndAnalyzeNonConformanceTrends.mdx
4.3.3.6	12046	Perform root cause analysis	Perform	Root Cause Analysis	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.3-PerformQualityTesting/12046-PerformRootCauseAnalysis.mdx
4.3.4	19649	Maintain production records and manage lot traceability	Maintain	Production Records And Manage Lot Traceability	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.4-MaintainProductionRecordsAndManageLotTraceability/index.mdx
4.3.4.1	10376	Determine lot numbering system	Determine	Lot Numbering System	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.4-MaintainProductionRecordsAndManageLotTraceability/10376-DetermineLotNumberingSystem.mdx
4.3.4.2	10377	Determine lot use	Determine	Lot Use	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.4-MaintainProductionRecordsAndManageLotTraceability/10377-DetermineLotUse.mdx
4.3.4.3	12836	Determine batch numbering system	Determine	Batch Numbering System	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.4-MaintainProductionRecordsAndManageLotTraceability/12836-DetermineBatchNumberingSystem.mdx
4.3.4.4	12837	Perform goods issue	Perform	Goods Issue	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.4-MaintainProductionRecordsAndManageLotTraceability/12837-PerformGoodsIssue.mdx
4.3.4.5	12838	Determine batch usage	Determine	Batch Usage	04-DeliverProducts/4.3-ProduceAssembleTestProduct/4.3.4-MaintainProductionRecordsAndManageLotTraceability/12838-DetermineBatchUsage.mdx
