hierarchyId	pCFID	name	verb	object	filePath
1.1.2.2	19946	Capture customer needs and wants	Capture	Customer Needs And Wants	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.2-SurveyMarketAndDetermineCustomerNeedsAndWants/19946-CaptureCustomerNeedsAndWants.mdx
1.1.2.3	19947	Assess customer needs and wants	Assess	Customer Needs And Wants	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.2-SurveyMarketAndDetermineCustomerNeedsAndWants/19947-AssessCustomerNeedsAndWants.mdx
1.1.3	10019	Assess the internal environment	Assess	Internal Environment	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.3-AssessTheInternalEnvironment/index.mdx
1.1.3.1	10030	Analyze organizational characteristics	Analyze	Organizational Characteristics	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.3-AssessTheInternalEnvironment/10030-AnalyzeOrganizationalCharacteristics.mdx
1.1.3.2	19948	Analyze internal operations	Analyze	Internal Operations	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.3-AssessTheInternalEnvironment/19948-AnalyzeInternalOperations.mdx
1.1.3.3	10031	Create baselines for current processes	Create	Baselines For Current Processes	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.3-AssessTheInternalEnvironment/10031-CreateBaselinesForCurrentProcesses.mdx
1.1.3.4	10032	Analyze systems and technology	Analyze	Systems And Technology	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.3-AssessTheInternalEnvironment/10032-AnalyzeSystemsAndTechnology.mdx
1.1.3.5	10033	Analyze financial health	Analyze	Financial Health	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.3-AssessTheInternalEnvironment/10033-AnalyzeFinancialHealth.mdx
1.1.3.6	10034	Identify core competencies	Identify	Core Competencies	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.3-AssessTheInternalEnvironment/10034-IdentifyCoreCompetencies.mdx
1.1.4	10020	Establish strategic vision	Establish	Strategic Vision	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.4-EstablishStrategicVision/index.mdx
1.1.4.1	19949	Define the strategic vision	Define	Strategic Vision	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.4-EstablishStrategicVision/19949-DefineTheStrategicVision.mdx
1.1.4.2	10035	Align stakeholders around strategic vision	Align	Stakeholders Around Strategic Vision	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.4-EstablishStrategicVision/10035-AlignStakeholdersAroundStrategicVision.mdx
1.1.4.3	10036	Communicate strategic vision to stakeholders	Communicate	Strategic Vision To Stakeholders	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.4-EstablishStrategicVision/10036-CommunicateStrategicVisionToStakeholders.mdx
1.1.5	16792	Conduct organization restructuring opportunities	Conduct	Organization Restructuring Opportunities	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.5-ConductOrganizationRestructuringOpportunities/index.mdx
1.1.5.1	16793	Identify restructuring opportunities	Identify	Restructuring Opportunities	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.5-ConductOrganizationRestructuringOpportunities/16793-IdentifyRestructuringOpportunities.mdx
1.1.5.2	16794	Perform due-diligence	Perform	Due-diligence	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.5-ConductOrganizationRestructuringOpportunities/16794-PerformDueDiligence.mdx
1.1.5.3	16795	Analyze deal options	Analyze	Deal Options	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.5-ConductOrganizationRestructuringOpportunities/1.1.5.3-AnalyzeDealOptions/index.mdx
1.1.5.3.1	16796	Evaluate acquisition options	Evaluate	Acquisition Options	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.5-ConductOrganizationRestructuringOpportunities/1.1.5.3-AnalyzeDealOptions/16796-EvaluateAcquisitionOptions.mdx
1.1.5.3.2	16797	Evaluate merger options	Evaluate	Merger Options	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.5-ConductOrganizationRestructuringOpportunities/1.1.5.3-AnalyzeDealOptions/16797-EvaluateMergerOptions.mdx
1.1.5.3.3	16798	Evaluate de-merger options	Evaluate	De-merger Options	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.5-ConductOrganizationRestructuringOpportunities/1.1.5.3-AnalyzeDealOptions/16798-EvaluateDeMergerOptions.mdx
1.1.5.3.4	16799	Evaluate divesture options	Evaluate	Divesture Options	01-DevelopVisionAndStrategy/1.1-DefineTheBusinessConceptAndLongTermVision/1.1.5-ConductOrganizationRestructuringOpportunities/1.1.5.3-AnalyzeDealOptions/16799-EvaluateDivestureOptions.mdx
1.2	10015	Develop business strategy	Develop	Business Strategy	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/index.mdx
1.2.1	10037	Develop overall mission statement	Develop	Overall Mission Statement	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.1-DevelopOverallMissionStatement/index.mdx
1.2.1.1	10044	Define current business	Define	Current Business	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.1-DevelopOverallMissionStatement/10044-DefineCurrentBusiness.mdx
1.2.1.2	11303	Describe means to achieve desired state	Describe	Means To Achieve Desired State	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.1-DevelopOverallMissionStatement/11303-DescribeMeansToAchieveDesiredState.mdx
1.2.1.3	10045	Formulate mission	Formulate	Mission	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.1-DevelopOverallMissionStatement/10045-FormulateMission.mdx
1.2.1.4	10046	Communicate mission	Communicate	Mission	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.1-DevelopOverallMissionStatement/10046-CommunicateMission.mdx
1.2.2	10038	Define and evaluate strategic options to achieve the objectives	Define	And Evaluate Strategic Options To Achieve Objectives	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/index.mdx
1.2.2.1	10047	Define strategic options	Define	Strategic Options	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/1.2.2.1-DefineStrategicOptions/index.mdx
1.2.2.1.1	18083	Select partnerships and relationships to support the extended enterprise	Select	Partnerships And Relationships To Support Extended Enterprise	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/1.2.2.1-DefineStrategicOptions/18083-SelectPartnershipsAndRelationshipsToSupportTheExtendedEnterprise.mdx
1.2.2.2	10048	Assess and analyze impact of each option	Assess	And Analyze Impact Of Each Option	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/1.2.2.2-AssessAndAnalyzeImpactOfEachOption/index.mdx
1.2.2.2.1	13289	Identify implications for key operating model business elements that require change	Identify	Implications For Key Operating Model Business Elements That Require Change	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/1.2.2.2-AssessAndAnalyzeImpactOfEachOption/13289-IdentifyImplicationsForKeyOperatingModelBusinessElementsThatRequireChange.mdx
1.2.2.2.2	13290	Identify implications for key technology aspects	Identify	Implications For Key Technology Aspects	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/1.2.2.2-AssessAndAnalyzeImpactOfEachOption/13290-IdentifyImplicationsForKeyTechnologyAspects.mdx
1.2.2.3	16800	Develop B2B strategy	Develop	B2B Strategy	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/1.2.2.3-DevelopB2bStrategy/index.mdx
1.2.2.3.1	16801	Develop service as a product strategy	Develop	Service As Product Strategy	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/1.2.2.3-DevelopB2bStrategy/16801-DevelopServiceAsAProductStrategy.mdx
1.2.2.4	16802	Develop B2C strategy	Develop	B2C Strategy	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/16802-DevelopB2cStrategy.mdx
1.2.2.5	16803	Develop partner/alliance strategy	Develop	Partner/alliance Strategy	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/16803-DevelopPartnerAllianceStrategy.mdx
1.2.2.6	16805	Develop merger/demerger/acquisition/exit strategy	Develop	Merger/demerger/acquisition/exit Strategy	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/16805-DevelopMergerDemergerAcquisitionExitStrategy.mdx
1.2.2.7	16806	Develop innovation strategy	Develop	Innovation Strategy	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/16806-DevelopInnovationStrategy.mdx
1.2.2.8	14189	Develop sustainability strategy	Develop	Sustainability Strategy	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/14189-DevelopSustainabilityStrategy.mdx
1.2.2.9	19950	Develop global support strategy	Develop	Global Support Strategy	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/19950-DevelopGlobalSupportStrategy.mdx
1.2.2.10	19951	Develop shared services strategy	Develop	Shared Services Strategy	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/19951-DevelopSharedServicesStrategy.mdx
1.2.2.11	14197	Develop lean/continuous improvement strategy	Develop	Lean/continuous Improvement Strategy	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/14197-DevelopLeanContinuousImprovementStrategy.mdx
1.2.2.12	19952	Develop innovation strategy and framework	Develop	Innovation Strategy And Framework	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/19952-DevelopInnovationStrategyAndFramework.mdx
1.2.2.13	19630	Develop long term business transformational strategies	Develop	Long Term Business Transformational Strategies	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.2-DefineAndEvaluateStrategicOptionsToAchieveTheObjectives/19630-DevelopLongTermBusinessTransformationalStrategies.mdx
1.2.3	10040	Coordinate and align functional and process strategies	Coordinate	And Align Functional And Process Strategies	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.3-CoordinateAndAlignFunctionalAndProcessStrategies/10040-CoordinateAndAlignFunctionalAndProcessStrategies.mdx
1.2.4	10041	Create organizational design	Create	Organizational Design	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.4-CreateOrganizationalDesign/index.mdx
1.2.4.1	10049	Evaluate breadth and depth of organizational structure	Evaluate	Breadth And Depth Of Organizational Structure	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.4-CreateOrganizationalDesign/10049-EvaluateBreadthAndDepthOfOrganizationalStructure.mdx
1.2.4.2	10050	Perform job-specific roles mapping and value-added analyses	Perform	Job-specific Roles Mapping And Value-added Analyses	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.4-CreateOrganizationalDesign/10050-PerformJobSpecificRolesMappingAndValueAddedAnalyses.mdx
1.2.4.3	10051	Develop role activity diagrams to assess hand-off activity	Develop	Role Activity Diagrams To Assess Hand-off Activity	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.4-CreateOrganizationalDesign/10051-DevelopRoleActivityDiagramsToAssessHandOffActivity.mdx
1.2.4.4	10052	Perform organization redesign workshops	Perform	Organization Redesign Workshops	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.4-CreateOrganizationalDesign/10052-PerformOrganizationRedesignWorkshops.mdx
1.2.4.5	10053	Design the relationships between organizational units	Design	Relationships Between Organizational Units	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.4-CreateOrganizationalDesign/10053-DesignTheRelationshipsBetweenOrganizationalUnits.mdx
1.2.4.6	10054	Develop role analysis and activity diagrams for key processes	Develop	Role Analysis And Activity Diagrams For Key Processes	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.4-CreateOrganizationalDesign/10054-DevelopRoleAnalysisAndActivityDiagramsForKeyProcesses.mdx
1.2.4.7	10055	Assess organizational implication of feasible alternatives	Assess	Organizational Implication Of Feasible Alternatives	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.4-CreateOrganizationalDesign/10055-AssessOrganizationalImplicationOfFeasibleAlternatives.mdx
1.2.4.8	10056	Migrate to new organization	Migrate	To New Organization	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.4-CreateOrganizationalDesign/10056-MigrateToNewOrganization.mdx
1.2.5	10042	Develop and set organizational goals	Develop	And Set Organizational Goals	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.5-DevelopAndSetOrganizationalGoals/index.mdx
1.2.5.1	19953	Identify organizational goals	Identify	Organizational Goals	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.5-DevelopAndSetOrganizationalGoals/19953-IdentifyOrganizationalGoals.mdx
1.2.5.2	19954	Establish baseline metrics	Establish	Baseline Metrics	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.5-DevelopAndSetOrganizationalGoals/19954-EstablishBaselineMetrics.mdx
1.2.5.3	19955	Monitor performance against goals	Monitor	Performance Against Goals	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.5-DevelopAndSetOrganizationalGoals/19955-MonitorPerformanceAgainstGoals.mdx
1.2.6	10043	Formulate business unit strategies	Formulate	Business Unit Strategies	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.6-FormulateBusinessUnitStrategies/index.mdx
1.2.6.1	19956	Analyze business unit strategies	Analyze	Business Unit Strategies	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.6-FormulateBusinessUnitStrategies/19956-AnalyzeBusinessUnitStrategies.mdx
1.2.6.2	19957	Identify core competency for each business unit	Identify	Core Competency For Each Business Unit	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.6-FormulateBusinessUnitStrategies/19957-IdentifyCoreCompetencyForEachBusinessUnit.mdx
1.2.6.3	19958	Refine business unit strategies in support of company strategy	Refine	Business Unit Strategies In Support Of Company Strategy	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.6-FormulateBusinessUnitStrategies/19958-RefineBusinessUnitStrategiesInSupportOfCompanyStrategy.mdx
1.2.7	19959	Develop customer experience strategy	Develop	Customer Experience Strategy	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/index.mdx
1.2.7.1	19960	Assess customer experience	Assess	Customer Experience	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/1.2.7.1-AssessCustomerExperience/index.mdx
1.2.7.1.1	19961	Identify and review customer touchpoints	Identify	And Review Customer Touchpoints	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/1.2.7.1-AssessCustomerExperience/19961-IdentifyAndReviewCustomerTouchpoints.mdx
1.2.7.1.2	19962	Assess customer experience across touchpoints	Assess	Customer Experience Across Touchpoints	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/1.2.7.1-AssessCustomerExperience/19962-AssessCustomerExperienceAcrossTouchpoints.mdx
1.2.7.1.3	19963	Perform root cause analysis of problematic customer experiences	Perform	Root Cause Analysis Of Problematic Customer Experiences	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/1.2.7.1-AssessCustomerExperience/19963-PerformRootCauseAnalysisOfProblematicCustomerExperiences.mdx
1.2.7.2	19964	Design customer experience	Design	Customer Experience	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/1.2.7.2-DesignCustomerExperience/index.mdx
1.2.7.2.1	16612	Define and manage personas	Define	And Manage Personas	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/1.2.7.2-DesignCustomerExperience/16612-DefineAndManagePersonas.mdx
1.2.7.2.2	19965	Create customer journey maps	Create	Customer Journey Maps	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/1.2.7.2-DesignCustomerExperience/19965-CreateCustomerJourneyMaps.mdx
1.2.7.2.3	19966	Define single view of the customer for the organization	Define	Single View Of Customer For Organization	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/1.2.7.2-DesignCustomerExperience/19966-DefineSingleViewOfTheCustomerForTheOrganization.mdx
1.2.7.2.4	19967	Define a vision for the customer experience	Define	Vision For Customer Experience	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/1.2.7.2-DesignCustomerExperience/19967-DefineAVisionForTheCustomerExperience.mdx
1.2.7.2.5	19968	Validate with customers	Validate	With Customers	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/1.2.7.2-DesignCustomerExperience/19968-ValidateWithCustomers.mdx
1.2.7.2.6	19969	Align experience with brand values and business strategies	Align	Experience With Brand Values And Business Strategies	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/1.2.7.2-DesignCustomerExperience/19969-AlignExperienceWithBrandValuesAndBusinessStrategies.mdx
1.2.7.2.7	19970	Develop content strategy	Develop	Content Strategy	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/1.2.7.2-DesignCustomerExperience/19970-DevelopContentStrategy.mdx
1.2.7.3	19971	Design customer experience support structure	Design	Customer Experience Support Structure	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/1.2.7.3-DesignCustomerExperienceSupportStructure/index.mdx
1.2.7.3.1	19972	Identify required capabilities	Identify	Required Capabilities	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/1.2.7.3-DesignCustomerExperienceSupportStructure/19972-IdentifyRequiredCapabilities.mdx
1.2.7.3.2	19973	Identify impact on functional processes	Identify	Impact On Functional Processes	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/1.2.7.3-DesignCustomerExperienceSupportStructure/19973-IdentifyImpactOnFunctionalProcesses.mdx
1.2.7.4	19974	Develop customer experience roadmap to develop and implement defined capabilities	Develop	Customer Experience Roadmap To Develop And Implement Defined Capabilities	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.7-DevelopCustomerExperienceStrategy/19974-DevelopCustomerExperienceRoadmapToDevelopAndImplementDefinedCapabilities.mdx
1.2.8	18916	Communicate strategies internally and externally	Communicate	Strategies Internally And Externally	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.8-CommunicateStrategiesInternallyAndExternally/18916-CommunicateStrategiesInternallyAndExternally.mdx
1.2.9	11304	Develop financial strategies	Develop	Financial Strategies	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.9-DevelopFinancialStrategies/index.mdx
1.2.9.1	11305	Set corporate financial targets	Set	Corporate Financial Targets	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.9-DevelopFinancialStrategies/11305-SetCorporateFinancialTargets.mdx
1.2.9.2	11306	Communicate targets to operating divisions	Communicate	Targets To Operating Divisions	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.9-DevelopFinancialStrategies/11306-CommunicateTargetsToOperatingDivisions.mdx
1.2.10	11307	Analyze portfolio positioning	Analyze	Portfolio Positioning	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.10-AnalyzePortfolioPositioning/index.mdx
1.2.10.1	11308	Determine growth potential	Determine	Growth Potential	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.10-AnalyzePortfolioPositioning/11308-DetermineGrowthPotential.mdx
1.2.10.2	11309	Determine relative market share	Determine	Relative Market Share	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.10-AnalyzePortfolioPositioning/11309-DetermineRelativeMarketShare.mdx
1.2.10.3	11310	Assess cash flow potential	Assess	Cash Flow Potential	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.10-AnalyzePortfolioPositioning/11310-AssessCashFlowPotential.mdx
1.2.10.4	11311	Determine optimal portfolio	Determine	Optimal Portfolio	01-DevelopVisionAndStrategy/1.2-DevelopBusinessStrategy/1.2.10-AnalyzePortfolioPositioning/11311-DetermineOptimalPortfolio.mdx
1.3	10016	Execute and measure strategic initiatives	Execute	And Measure Strategic Initiatives	01-DevelopVisionAndStrategy/1.3-ExecuteAndMeasureStrategicInitiatives/index.mdx
1.3.1	11683	Evaluate strategic initiatives	Evaluate	Strategic Initiatives	01-DevelopVisionAndStrategy/1.3-ExecuteAndMeasureStrategicInitiatives/1.3.1-EvaluateStrategicInitiatives/11683-EvaluateStrategicInitiatives.mdx
1.3.2	11684	Select strategic initiatives	Select	Strategic Initiatives	01-DevelopVisionAndStrategy/1.3-ExecuteAndMeasureStrategicInitiatives/1.3.2-SelectStrategicInitiatives/11684-SelectStrategicInitiatives.mdx
1.3.3	11685	Manage strategic business portfolio	Manage	Strategic Business Portfolio	01-DevelopVisionAndStrategy/1.3-ExecuteAndMeasureStrategicInitiatives/1.3.3-ManageStrategicBusinessPortfolio/11685-ManageStrategicBusinessPortfolio.mdx
1.3.4	11686	Establish high-level measures	Establish	High-level Measures	01-DevelopVisionAndStrategy/1.3-ExecuteAndMeasureStrategicInitiatives/1.3.4-EstablishHighLevelMeasures/11686-EstablishHighLevelMeasures.mdx
1.4	20944	Develop and maintain business models	Develop	And Maintain Business Models	01-DevelopVisionAndStrategy/1.4-DevelopAndMaintainBusinessModels/index.mdx
1.4.1	20945	Develop business models	Develop	Business Models	01-DevelopVisionAndStrategy/1.4-DevelopAndMaintainBusinessModels/1.4.1-DevelopBusinessModels/index.mdx
1.4.1.1	20946	Assemble business model information	Assemble	Business Model Information	01-DevelopVisionAndStrategy/1.4-DevelopAndMaintainBusinessModels/1.4.1-DevelopBusinessModels/20946-AssembleBusinessModelInformation.mdx
