hierarchyId	pCFID	name	verb	object	filePath
10.3.1.1	19240	Develop maintenance strategies	Develop	Maintenance Strategies	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.1-PlanAssetMaintenance/19240-DevelopMaintenanceStrategies.mdx
10.3.1.2	10967	Analyze assets and predict maintenance requirements	Analyze	Assets And Predict Maintenance Requirements	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.1-PlanAssetMaintenance/10967-AnalyzeAssetsAndPredictMaintenanceRequirements.mdx
10.3.1.3	19241	Specify maintenance policies	Specify	Maintenance Policies	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.1-PlanAssetMaintenance/19241-SpecifyMaintenancePolicies.mdx
10.3.1.4	10968	Integrate preventive maintenance into operations schedule	Integrate	Preventive Maintenance Into Operations Schedule	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.1-PlanAssetMaintenance/10968-IntegratePreventiveMaintenanceIntoOperationsSchedule.mdx
10.3.1.5	19242	Identify work management tasks & priorities	Identify	Work Management Tasks & Priorities	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.1-PlanAssetMaintenance/19242-IdentifyWorkManagementTasksPriorities.mdx
10.3.1.6	19243	Conduct resource planning	Conduct	Resource Planning	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.1-PlanAssetMaintenance/19243-ConductResourcePlanning.mdx
10.3.1.7	19244	Create work plans	Create	Work Plans	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.1-PlanAssetMaintenance/19244-CreateWorkPlans.mdx
10.3.2	19245	Manage asset maintenance	Manage	Asset Maintenance	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.2-ManageAssetMaintenance/index.mdx
10.3.2.1	19246	Schedule work	Schedule	Work	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.2-ManageAssetMaintenance/19246-ScheduleWork.mdx
10.3.2.2	19247	Obtain required resources	Obtain	Required Resources	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.2-ManageAssetMaintenance/19247-ObtainRequiredResources.mdx
10.3.2.3	19248	Undertake quality control	Undertake	Quality Control	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.2-ManageAssetMaintenance/19248-UndertakeQualityControl.mdx
10.3.2.4	19249	Update work and asset records	Update	Work And Asset Records	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.2-ManageAssetMaintenance/19249-UpdateWorkAndAssetRecords.mdx
10.3.2.5	19250	Manage maintenance work safety	Manage	Maintenance Work Safety	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.2-ManageAssetMaintenance/19250-ManageMaintenanceWorkSafety.mdx
10.3.2.6	19251	Define maintenance performance targets	Define	Maintenance Performance Targets	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.2-ManageAssetMaintenance/19251-DefineMaintenancePerformanceTargets.mdx
10.3.2.7	19252	Monitor maintenance performance against targets/contracts	Monitor	Maintenance Performance Against Targets/contracts	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.2-ManageAssetMaintenance/19252-MonitorMaintenancePerformanceAgainstTargetsContracts.mdx
10.3.3	19253	Perform asset maintenance	Perform	Asset Maintenance	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.3-PerformAssetMaintenance/index.mdx
10.3.3.1	10947	Perform preventative asset maintenance	Perform	Preventative Asset Maintenance	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.3-PerformAssetMaintenance/10947-PerformPreventativeAssetMaintenance.mdx
10.3.3.2	19254	Perform routine asset maintenance	Perform	Routine Asset Maintenance	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.3-PerformAssetMaintenance/19254-PerformRoutineAssetMaintenance.mdx
10.3.3.3	19255	Perform corrective asset maintenance and repairs	Perform	Corrective Asset Maintenance And Repairs	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.3-PerformAssetMaintenance/19255-PerformCorrectiveAssetMaintenanceAndRepairs.mdx
10.3.3.4	19256	Identify unplanned maintenance requirements	Identify	Unplanned Maintenance Requirements	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.3-PerformAssetMaintenance/19256-IdentifyUnplannedMaintenanceRequirements.mdx
10.3.3.5	19257	Perform unplanned maintenance and repairs	Perform	Unplanned Maintenance And Repairs	10-AcquireConstructAndManageAssets/10.3-MaintainProductiveAssets/10.3.3-PerformAssetMaintenance/19257-PerformUnplannedMaintenanceAndRepairs.mdx
10.4	10940	Dispose of assets	Dispose	Of Assets	10-AcquireConstructAndManageAssets/10.4-DisposeOfAssets/index.mdx
10.4.1	10952	Develop exit strategy	Develop	Exit Strategy	10-AcquireConstructAndManageAssets/10.4-DisposeOfAssets/10.4.1-DevelopExitStrategy/10952-DevelopExitStrategy.mdx
10.4.2	19258	Decommission productive assets	Decommission	Productive Assets	10-AcquireConstructAndManageAssets/10.4-DisposeOfAssets/10.4.2-DecommissionProductiveAssets/19258-DecommissionProductiveAssets.mdx
10.4.3	10953	Perform sale or trade	Perform	Sale Or Trade	10-AcquireConstructAndManageAssets/10.4-DisposeOfAssets/10.4.3-PerformSaleOrTrade/10953-PerformSaleOrTrade.mdx
10.4.4	10954	Perform abandonment	Perform	Abandonment	10-AcquireConstructAndManageAssets/10.4-DisposeOfAssets/10.4.4-PerformAbandonment/10954-PerformAbandonment.mdx
10.4.5	16970	Perform waste and hazardous goods management	Perform	Waste And Hazardous Goods Management	10-AcquireConstructAndManageAssets/10.4-DisposeOfAssets/10.4.5-PerformWasteAndHazardousGoodsManagement/16970-PerformWasteAndHazardousGoodsManagement.mdx
11.0	16437	Manage Enterprise Risk, Compliance, Remediation, and Resiliency	Manage	Enterprise Risk, Compliance, Remediation, And Resiliency	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/index.mdx
11.1	17060	Manage enterprise risk	Manage	Enterprise Risk	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/index.mdx
11.1.1	16439	Establish the enterprise risk framework and policies	Establish	Enterprise Risk Framework And Policies	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.1-EstablishTheEnterpriseRiskFrameworkAndPolicies/index.mdx
11.1.1.1	16440	Determine risk tolerance for organization	Determine	Risk Tolerance For Organization	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.1-EstablishTheEnterpriseRiskFrameworkAndPolicies/16440-DetermineRiskToleranceForOrganization.mdx
11.1.1.2	16441	Develop and maintain enterprise risk policies and procedures	Develop	And Maintain Enterprise Risk Policies And Procedures	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.1-EstablishTheEnterpriseRiskFrameworkAndPolicies/16441-DevelopAndMaintainEnterpriseRiskPoliciesAndProcedures.mdx
11.1.1.3	16442	Identify and implement enterprise risk management tools	Identify	And Implement Enterprise Risk Management Tools	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.1-EstablishTheEnterpriseRiskFrameworkAndPolicies/16442-IdentifyAndImplementEnterpriseRiskManagementTools.mdx
11.1.1.4	16443	Coordinate the sharing of risk knowledge across the organization	Coordinate	Sharing Of Risk Knowledge Across Organization	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.1-EstablishTheEnterpriseRiskFrameworkAndPolicies/16443-CoordinateTheSharingOfRiskKnowledgeAcrossTheOrganization.mdx
11.1.1.5	16444	Prepare and report enterprise risk to executive management and board	Prepare	And Report Enterprise Risk To Executive Management And Board	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.1-EstablishTheEnterpriseRiskFrameworkAndPolicies/16444-PrepareAndReportEnterpriseRiskToExecutiveManagementAndBoard.mdx
11.1.2	16445	Oversee and coordinate enterprise risk management activities	Oversee	And Coordinate Enterprise Risk Management Activities	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.2-OverseeAndCoordinateEnterpriseRiskManagementActivities/index.mdx
11.1.2.1	16446	Identify enterprise level risks	Identify	Enterprise Level Risks	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.2-OverseeAndCoordinateEnterpriseRiskManagementActivities/16446-IdentifyEnterpriseLevelRisks.mdx
11.1.2.2	16447	Assess risks to determine which to mitigate	Assess	Risks To Determine Which To Mitigate	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.2-OverseeAndCoordinateEnterpriseRiskManagementActivities/16447-AssessRisksToDetermineWhichToMitigate.mdx
11.1.2.3	16448	Develop risk mitigation and management strategy and integrate with existing performance management processes	Develop	Risk Mitigation And Management Strategy And Integrate With Existing Performance Management Processes	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.2-OverseeAndCoordinateEnterpriseRiskManagementActivities/16448-DevelopRiskMitigationAndManagementStrategyAndIntegrateWithExistingPerformanceManagementProcesses.mdx
11.1.2.4	16449	Verify business unit and functional risk mitigation plans are implemented	Verify	Business Unit And Functional Risk Mitigation Plans Are Implemented	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.2-OverseeAndCoordinateEnterpriseRiskManagementActivities/16449-VerifyBusinessUnitAndFunctionalRiskMitigationPlansAreImplemented.mdx
11.1.2.5	16450	Ensure risks and risk mitigation actions are monitored	Ensure	Risks And Risk Mitigation Actions Are Monitored	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.2-OverseeAndCoordinateEnterpriseRiskManagementActivities/16450-EnsureRisksAndRiskMitigationActionsAreMonitored.mdx
11.1.2.6	16451	Report on enterprise risk activities	Report	On Enterprise Risk Activities	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.2-OverseeAndCoordinateEnterpriseRiskManagementActivities/16451-ReportOnEnterpriseRiskActivities.mdx
11.1.3	16452	Coordinate business unit and functional risk management activities	Coordinate	Business Unit And Functional Risk Management Activities	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.3-CoordinateBusinessUnitAndFunctionalRiskManagementActivities/index.mdx
11.1.3.1	16453	Ensure that each business unit/function follows the enterprise risk management process	Ensure	That Each Business Unit/function Follows Enterprise Risk Management Process	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.3-CoordinateBusinessUnitAndFunctionalRiskManagementActivities/16453-EnsureThatEachBusinessUnitFunctionFollowsTheEnterpriseRiskManagementProcess.mdx
11.1.3.2	16454	Ensure that each business unit/function follows the enterprise risk reporting process	Ensure	That Each Business Unit/function Follows Enterprise Risk Reporting Process	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.3-CoordinateBusinessUnitAndFunctionalRiskManagementActivities/16454-EnsureThatEachBusinessUnitFunctionFollowsTheEnterpriseRiskReportingProcess.mdx
11.1.4	17462	Manage business unit and function risk	Manage	Business Unit And Function Risk	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.4-ManageBusinessUnitAndFunctionRisk/index.mdx
11.1.4.1	16456	Identify risks	Identify	Risks	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.4-ManageBusinessUnitAndFunctionRisk/16456-IdentifyRisks.mdx
11.1.4.2	16457	Assess risks using enterprise risk framework policies and procedures	Assess	Risks Using Enterprise Risk Framework Policies And Procedures	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.4-ManageBusinessUnitAndFunctionRisk/16457-AssessRisksUsingEnterpriseRiskFrameworkPoliciesAndProcedures.mdx
11.1.4.3	16458	Develop mitigation plans for risks	Develop	Mitigation Plans For Risks	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.4-ManageBusinessUnitAndFunctionRisk/11.1.4.3-DevelopMitigationPlansForRisks/index.mdx
11.1.4.3.1	18129	Assess adequacy of insurance coverage	Assess	Adequacy Of Insurance Coverage	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.4-ManageBusinessUnitAndFunctionRisk/11.1.4.3-DevelopMitigationPlansForRisks/18129-AssessAdequacyOfInsuranceCoverage.mdx
11.1.4.4	16459	Implement mitigation plans for risks	Implement	Mitigation Plans For Risks	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.4-ManageBusinessUnitAndFunctionRisk/16459-ImplementMitigationPlansForRisks.mdx
11.1.4.5	16460	Monitor risks	Monitor	Risks	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.4-ManageBusinessUnitAndFunctionRisk/16460-MonitorRisks.mdx
11.1.4.6	16461	Analyze risk activities and update plans	Analyze	Risk Activities And Update Plans	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.4-ManageBusinessUnitAndFunctionRisk/16461-AnalyzeRiskActivitiesAndUpdatePlans.mdx
11.1.4.7	16462	Report on risk activities	Report	On Risk Activities	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.1-ManageEnterpriseRisk/11.1.4-ManageBusinessUnitAndFunctionRisk/16462-ReportOnRiskActivities.mdx
11.2	17467	Manage compliance	Manage	Compliance	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/index.mdx
11.2.1	17468	Establish compliance framework and policies	Establish	Compliance Framework And Policies	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/11.2.1-EstablishComplianceFrameworkAndPolicies/index.mdx
11.2.1.1	17469	Develop enterprise compliance policies and procedures	Develop	Enterprise Compliance Policies And Procedures	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/11.2.1-EstablishComplianceFrameworkAndPolicies/17469-DevelopEnterpriseCompliancePoliciesAndProcedures.mdx
11.2.1.2	17470	Implement enterprise compliance activities	Implement	Enterprise Compliance Activities	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/11.2.1-EstablishComplianceFrameworkAndPolicies/17470-ImplementEnterpriseComplianceActivities.mdx
11.2.1.3	14133	Manage internal audits	Manage	Internal Audits	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/11.2.1-EstablishComplianceFrameworkAndPolicies/14133-ManageInternalAudits.mdx
11.2.1.4	14137	Maintain controls-related technologies and tools	Maintain	Controls-related Technologies And Tools	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/11.2.1-EstablishComplianceFrameworkAndPolicies/14137-MaintainControlsRelatedTechnologiesAndTools.mdx
11.2.2	16463	Manage regulatory compliance	Manage	Regulatory Compliance	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/11.2.2-ManageRegulatoryCompliance/index.mdx
11.2.2.1	16464	Develop regulatory compliance procedures	Develop	Regulatory Compliance Procedures	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/11.2.2-ManageRegulatoryCompliance/16464-DevelopRegulatoryComplianceProcedures.mdx
11.2.2.2	16465	Identify applicable regulatory requirements	Identify	Applicable Regulatory Requirements	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/11.2.2-ManageRegulatoryCompliance/16465-IdentifyApplicableRegulatoryRequirements.mdx
11.2.2.3	16466	Monitor the regulatory environment for changing or emerging regulations	Monitor	Regulatory Environment For Changing Or Emerging Regulations	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/11.2.2-ManageRegulatoryCompliance/16466-MonitorTheRegulatoryEnvironmentForChangingOrEmergingRegulations.mdx
11.2.2.4	16467	Assess current compliance position and identify weaknesses or shortfalls therein	Assess	Current Compliance Position And Identify Weaknesses Or Shortfalls Therein	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/11.2.2-ManageRegulatoryCompliance/16467-AssessCurrentCompliancePositionAndIdentifyWeaknessesOrShortfallsTherein.mdx
11.2.2.5	16468	Implement missing or stronger regulatory compliance controls and policies	Implement	Missing Or Stronger Regulatory Compliance Controls And Policies	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/11.2.2-ManageRegulatoryCompliance/16468-ImplementMissingOrStrongerRegulatoryComplianceControlsAndPolicies.mdx
11.2.2.6	16469	Monitor and test regulatory compliance position and existing controls	Monitor	And Test Regulatory Compliance Position And Existing Controls	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/11.2.2-ManageRegulatoryCompliance/16469-MonitorAndTestRegulatoryCompliancePositionAndExistingControls.mdx
11.2.2.7	19595	Compile and communicate compliance scorecard(s)	Compile	And Communicate Compliance Scorecard(s)	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/11.2.2-ManageRegulatoryCompliance/19595-CompileAndCommunicateComplianceScorecardS.mdx
11.2.2.8	19596	Compile and communicate internal and regulatory compliance reports	Compile	And Communicate Internal And Regulatory Compliance Reports	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/11.2.2-ManageRegulatoryCompliance/19596-CompileAndCommunicateInternalAndRegulatoryComplianceReports.mdx
11.2.2.9	16470	Maintain relationships with regulators as appropriate	Maintain	Relationships With Regulators As Appropriate	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.2-ManageCompliance/11.2.2-ManageRegulatoryCompliance/16470-MaintainRelationshipsWithRegulatorsAsAppropriate.mdx
11.3	11185	Manage remediation efforts	Manage	Remediation Efforts	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.3-ManageRemediationEfforts/index.mdx
11.3.1	11201	Create remediation plans	Create	Remediation Plans	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.3-ManageRemediationEfforts/11.3.1-CreateRemediationPlans/11201-CreateRemediationPlans.mdx
11.3.2	11202	Contact and confer with experts	Contact	And Confer With Experts	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.3-ManageRemediationEfforts/11.3.2-ContactAndConferWithExperts/11202-ContactAndConferWithExperts.mdx
11.3.3	11203	Identify/Dedicate resources	Identify/Dedicate	Resources	11-ManageEnterpriseRiskComplianceRemediationAndResiliency/11.3-ManageRemediationEfforts/11.3.3-IdentifyDedicateResources/11203-IdentifyDedicateResources.mdx
