hierarchyId	pCFID	name	verb	object	filePath
6.1.6.5	12673	Communicate warranty policies and offerings	Communicate	Warranty Policies And Offerings	06-ManageCustomerService/6.1-DevelopCustomerCareCustomerServiceStrategy/6.1.6-DefineAndManageWarrantyOffering/12673-CommunicateWarrantyPoliciesAndOfferings.mdx
6.1.7	20092	Develop recall strategy	Develop	Recall Strategy	06-ManageCustomerService/6.1-DevelopCustomerCareCustomerServiceStrategy/6.1.7-DevelopRecallStrategy/20092-DevelopRecallStrategy.mdx
6.2	19680	Plan and manage customer service operations	Plan	And Manage Customer Service Operations	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/index.mdx
6.2.1	10387	Plan and manage customer service work force	Plan	And Manage Customer Service Work Force	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.1-PlanAndManageCustomerServiceWorkForce/index.mdx
6.2.1.1	10390	Forecast volume of customer service contacts	Forecast	Volume Of Customer Service Contacts	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.1-PlanAndManageCustomerServiceWorkForce/10390-ForecastVolumeOfCustomerServiceContacts.mdx
6.2.1.2	10391	Schedule customer service work force	Schedule	Customer Service Work Force	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.1-PlanAndManageCustomerServiceWorkForce/10391-ScheduleCustomerServiceWorkForce.mdx
6.2.1.3	10392	Track work force utilization	Track	Work Force Utilization	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.1-PlanAndManageCustomerServiceWorkForce/10392-TrackWorkForceUtilization.mdx
6.2.1.4	10393	Monitor and evaluate quality of customer interactions with customer service representatives	Monitor	And Evaluate Quality Of Customer Interactions With Customer Service Representatives	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.1-PlanAndManageCustomerServiceWorkForce/10393-MonitorAndEvaluateQualityOfCustomerInteractionsWithCustomerServiceRepresentatives.mdx
6.2.2	10388	Manage customer service problems, requests, and inquiries	Manage	Customer Service Problems, Requests, And Inquiries	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.2-ManageCustomerServiceProblemsRequestsAndInquiries/index.mdx
6.2.2.1	10394	Receive customer problems, requests, and inquiries	Receive	Customer Problems, Requests, And Inquiries	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.2-ManageCustomerServiceProblemsRequestsAndInquiries/10394-ReceiveCustomerProblemsRequestsAndInquiries.mdx
6.2.2.2	13482	Analyze problems, requests, and inquiries	Analyze	Problems, Requests, And Inquiries	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.2-ManageCustomerServiceProblemsRequestsAndInquiries/13482-AnalyzeProblemsRequestsAndInquiries.mdx
6.2.2.3	10395	Resolve customer problems, requests, and inquiries	Resolve	Customer Problems, Requests, And Inquiries	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.2-ManageCustomerServiceProblemsRequestsAndInquiries/10395-ResolveCustomerProblemsRequestsAndInquiries.mdx
6.2.2.4	10396	Respond to customer problems, requests, and inquiries	Respond	To Customer Problems, Requests, And Inquiries	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.2-ManageCustomerServiceProblemsRequestsAndInquiries/10396-RespondToCustomerProblemsRequestsAndInquiries.mdx
6.2.2.5	16928	Identify and capture upsell/cross-sell opportunities	Identify	And Capture Upsell/cross-sell Opportunities	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.2-ManageCustomerServiceProblemsRequestsAndInquiries/16928-IdentifyAndCaptureUpsellCrossSellOpportunities.mdx
6.2.2.6	16937	Deliver opportunity to sales team	Deliver	Opportunity To Sales Team	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.2-ManageCustomerServiceProblemsRequestsAndInquiries/16937-DeliverOpportunityToSalesTeam.mdx
6.2.3	10389	Manage customer complaints	Manage	Customer Complaints	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.3-ManageCustomerComplaints/index.mdx
6.2.3.1	10397	Receive customer complaints	Receive	Customer Complaints	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.3-ManageCustomerComplaints/10397-ReceiveCustomerComplaints.mdx
6.2.3.2	10398	Route customer complaints	Route	Customer Complaints	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.3-ManageCustomerComplaints/10398-RouteCustomerComplaints.mdx
6.2.3.3	10399	Resolve customer complaints	Resolve	Customer Complaints	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.3-ManageCustomerComplaints/10399-ResolveCustomerComplaints.mdx
6.2.3.4	10400	Respond to customer complaints	Respond	To Customer Complaints	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.3-ManageCustomerComplaints/10400-RespondToCustomerComplaints.mdx
6.2.3.5	19072	Analyze customer complaints and response/redressal	Analyze	Customer Complaints And Response/redressal	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.3-ManageCustomerComplaints/19072-AnalyzeCustomerComplaintsAndResponseRedressal.mdx
6.2.4	20094	Process returns	Process	Returns	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.4-ProcessReturns/index.mdx
6.2.4.1	10364	Authorize return	Authorize	Return	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.4-ProcessReturns/10364-AuthorizeReturn.mdx
6.2.4.2	20095	Process return and record reason	Process	Return And Record Reason	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.4-ProcessReturns/20095-ProcessReturnAndRecordReason.mdx
6.2.5	12840	Report Incidents, Adverse Events and Corrective Action Preventive Action (CAPA)	Report	Incidents, Adverse Events And Corrective Action Preventive Action (CAPA)	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.5-ReportIncidentsAdverseEventsAndCorrectiveActionPreventiveActionCapa/index.mdx
6.2.5.1	12841	Identify incidents and adverse events	Identify	Incidents And Adverse Events	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.5-ReportIncidentsAdverseEventsAndCorrectiveActionPreventiveActionCapa/12841-IdentifyIncidentsAndAdverseEvents.mdx
6.2.5.2	12842	Investigate incidents and adverse events	Investigate	Incidents And Adverse Events	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.5-ReportIncidentsAdverseEventsAndCorrectiveActionPreventiveActionCapa/12842-InvestigateIncidentsAndAdverseEvents.mdx
6.2.5.3	12843	Resolve incidents and adverse events	Resolve	Incidents And Adverse Events	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.5-ReportIncidentsAdverseEventsAndCorrectiveActionPreventiveActionCapa/12843-ResolveIncidentsAndAdverseEvents.mdx
6.2.5.4	12844	Report Corrective Action Preventive Action (CAPA)	Report	Corrective Action Preventive Action (CAPA)	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.5-ReportIncidentsAdverseEventsAndCorrectiveActionPreventiveActionCapa/12844-ReportCorrectiveActionPreventiveActionCapa.mdx
6.2.5.5	17705	Capture and report adverse events	Capture	And Report Adverse Events	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.5-ReportIncidentsAdverseEventsAndCorrectiveActionPreventiveActionCapa/17705-CaptureAndReportAdverseEvents.mdx
6.2.5.6	12845	Perform and report trending analytics	Perform	And Report Trending Analytics	06-ManageCustomerService/6.2-PlanAndManageCustomerServiceOperations/6.2.5-ReportIncidentsAdverseEventsAndCorrectiveActionPreventiveActionCapa/12845-PerformAndReportTrendingAnalytics.mdx
6.3	12658	Service products after sales	Service	Products After Sales	06-ManageCustomerService/6.3-ServiceProductsAfterSales/index.mdx
6.3.1	20605	Register products	Register	Products	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.1-RegisterProducts/20605-RegisterProducts.mdx
6.3.2	12669	Process warranty claims	Process	Warranty Claims	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/index.mdx
6.3.2.1	19655	Receive warranty claim	Receive	Warranty Claim	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/19655-ReceiveWarrantyClaim.mdx
6.3.2.2	12671	Validate warranty claim	Validate	Warranty Claim	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/12671-ValidateWarrantyClaim.mdx
6.3.2.3	19656	Investigate warranty issues	Investigate	Warranty Issues	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/6.3.2.3-InvestigateWarrantyIssues/index.mdx
6.3.2.3.1	19657	Define issue	Define	Issue	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/6.3.2.3-InvestigateWarrantyIssues/19657-DefineIssue.mdx
6.3.2.3.2	12677	Schedule field service	Schedule	Field Service	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/6.3.2.3-InvestigateWarrantyIssues/12677-ScheduleFieldService.mdx
6.3.2.3.3	12678	Request and receive defective part	Request	And Receive Defective Part	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/6.3.2.3-InvestigateWarrantyIssues/12678-RequestAndReceiveDefectivePart.mdx
6.3.2.3.4	19658	Investigate issue/perform root cause analysis	Investigate	Issue/perform Root Cause Analysis	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/6.3.2.3-InvestigateWarrantyIssues/19658-InvestigateIssuePerformRootCauseAnalysis.mdx
6.3.2.3.5	19659	Receive investigation result and recommendation for corrective action	Receive	Investigation Result And Recommendation For Corrective Action	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/6.3.2.3-InvestigateWarrantyIssues/19659-ReceiveInvestigationResultAndRecommendationForCorrectiveAction.mdx
6.3.2.4	19660	Determine responsible party	Determine	Responsible Party	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/19660-DetermineResponsibleParty.mdx
6.3.2.5	19654	Manage pre-authorizations	Manage	Pre-authorizations	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/19654-ManagePreAuthorizations.mdx
6.3.2.6	12668	Approve or reject warranty claim	Approve	Or Reject Warranty Claim	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/12668-ApproveOrRejectWarrantyClaim.mdx
6.3.2.7	19661	Notify originator of approve/reject decision	Notify	Originator Of Approve/reject Decision	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/19661-NotifyOriginatorOfApproveRejectDecision.mdx
6.3.2.8	19662	Authorize payment	Authorize	Payment	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/19662-AuthorizePayment.mdx
6.3.2.9	19663	Close claim	Close	Claim	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/19663-CloseClaim.mdx
6.3.2.10	12667	Reconcile warranty transaction disposition	Reconcile	Warranty Transaction Disposition	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.2-ProcessWarrantyClaims/12667-ReconcileWarrantyTransactionDisposition.mdx
6.3.3	19664	Manage supplier recovery	Manage	Supplier Recovery	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.3-ManageSupplierRecovery/index.mdx
6.3.3.1	19665	Create supplier recovery claims	Create	Supplier Recovery Claims	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.3-ManageSupplierRecovery/19665-CreateSupplierRecoveryClaims.mdx
6.3.4	19681	Manage customer self-service materials	Manage	Customer Self-service Materials	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.4-ManageCustomerSelfServiceMaterials/index.mdx
6.3.4.1	19682	Update the FAQ list	Update	FAQ List	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.4-ManageCustomerSelfServiceMaterials/19682-UpdateTheFaqList.mdx
6.3.4.2	20108	Negotiate recoveries with suppliers	Negotiate	Recoveries With Suppliers	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.4-ManageCustomerSelfServiceMaterials/20108-NegotiateRecoveriesWithSuppliers.mdx
6.3.5	10218	Service products	Service	Products	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/index.mdx
6.3.5.1	10320	Confirm specific service requirements for individual customer	Confirm	Specific Service Requirements For Individual Customer	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.1-ConfirmSpecificServiceRequirementsForIndividualCustomer/index.mdx
6.3.5.1.1	10324	Process customer request	Process	Customer Request	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.1-ConfirmSpecificServiceRequirementsForIndividualCustomer/10324-ProcessCustomerRequest.mdx
6.3.5.1.2	10325	Create customer profile	Create	Customer Profile	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.1-ConfirmSpecificServiceRequirementsForIndividualCustomer/10325-CreateCustomerProfile.mdx
6.3.5.1.3	10326	Generate service order	Generate	Service Order	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.1-ConfirmSpecificServiceRequirementsForIndividualCustomer/10326-GenerateServiceOrder.mdx
6.3.5.2	10321	Identify and schedule resources to meet service requirements	Identify	And Schedule Resources To Meet Service Requirements	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.2-IdentifyAndScheduleResourcesToMeetServiceRequirements/index.mdx
6.3.5.2.1	10327	Create resourcing plan and schedule	Create	Resourcing Plan And Schedule	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.2-IdentifyAndScheduleResourcesToMeetServiceRequirements/10327-CreateResourcingPlanAndSchedule.mdx
6.3.5.2.2	10328	Create service order fulfillment schedule	Create	Service Order Fulfillment Schedule	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.2-IdentifyAndScheduleResourcesToMeetServiceRequirements/10328-CreateServiceOrderFulfillmentSchedule.mdx
6.3.5.3	10322	Provide service to specific customers	Provide	Service To Specific Customers	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.3-ProvideServiceToSpecificCustomers/index.mdx
6.3.5.3.1	10330	Organize daily service order fulfillment schedule	Organize	Daily Service Order Fulfillment Schedule	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.3-ProvideServiceToSpecificCustomers/10330-OrganizeDailyServiceOrderFulfillmentSchedule.mdx
6.3.5.3.2	10331	Execute product repair	Execute	Product Repair	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.3-ProvideServiceToSpecificCustomers/10331-ExecuteProductRepair.mdx
6.3.5.3.3	10332	Manage service order fulfillment	Manage	Service Order Fulfillment	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.3-ProvideServiceToSpecificCustomers/10332-ManageServiceOrderFulfillment.mdx
6.3.5.4	10323	Ensure quality of service	Ensure	Quality Of Service	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.4-EnsureQualityOfService/index.mdx
6.3.5.4.1	10334	Identify completed service orders for feedback	Identify	Completed Service Orders For Feedback	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.4-EnsureQualityOfService/10334-IdentifyCompletedServiceOrdersForFeedback.mdx
6.3.5.4.2	10335	Identify incomplete service orders and service failures	Identify	Incomplete Service Orders And Service Failures	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.4-EnsureQualityOfService/10335-IdentifyIncompleteServiceOrdersAndServiceFailures.mdx
6.3.5.4.3	10336	Solicit customer feedback on services delivered	Solicit	Customer Feedback On Services Delivered	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.4-EnsureQualityOfService/10336-SolicitCustomerFeedbackOnServicesDelivered.mdx
6.3.5.4.4	10337	Process customer feedback on services delivered	Process	Customer Feedback On Services Delivered	06-ManageCustomerService/6.3-ServiceProductsAfterSales/6.3.5-ServiceProducts/6.3.5.4-EnsureQualityOfService/10337-ProcessCustomerFeedbackOnServicesDelivered.mdx
6.4	19671	Manage product recalls and regulatory audits	Manage	Product Recalls And Regulatory Audits	06-ManageCustomerService/6.4-ManageProductRecallsAndRegulatoryAudits/index.mdx
6.4.1	19672	Develop a recall strategy	Develop	Recall Strategy	06-ManageCustomerService/6.4-ManageProductRecallsAndRegulatoryAudits/6.4.1-DevelopARecallStrategy/19672-DevelopARecallStrategy.mdx
6.4.2	19673	Initiate a recall	Initiate	Recall	06-ManageCustomerService/6.4-ManageProductRecallsAndRegulatoryAudits/6.4.2-InitiateARecall/19673-InitiateARecall.mdx
6.4.3	19674	Assess the likelihood and consequences of occurrence of any hazards	Assess	Likelihood And Consequences Of Occurrence Of Any Hazards	06-ManageCustomerService/6.4-ManageProductRecallsAndRegulatoryAudits/6.4.3-AssessTheLikelihoodAndConsequencesOfOccurrenceOfAnyHazards/19674-AssessTheLikelihoodAndConsequencesOfOccurrenceOfAnyHazards.mdx
6.4.4	19675	Manage recall related communications	Manage	Recall Related Communications	06-ManageCustomerService/6.4-ManageProductRecallsAndRegulatoryAudits/6.4.4-ManageRecallRelatedCommunications/19675-ManageRecallRelatedCommunications.mdx
6.4.5	19676	Submit regulatory reports	Submit	Regulatory Reports	06-ManageCustomerService/6.4-ManageProductRecallsAndRegulatoryAudits/6.4.5-SubmitRegulatoryReports/19676-SubmitRegulatoryReports.mdx
6.4.6	19677	Monitor and audit recall effectiveness	Monitor	And Audit Recall Effectiveness	06-ManageCustomerService/6.4-ManageProductRecallsAndRegulatoryAudits/6.4.6-MonitorAndAuditRecallEffectiveness/19677-MonitorAndAuditRecallEffectiveness.mdx
6.4.7	19678	Manage recall termination	Manage	Recall Termination	06-ManageCustomerService/6.4-ManageProductRecallsAndRegulatoryAudits/6.4.7-ManageRecallTermination/19678-ManageRecallTermination.mdx
6.4.8	19679	Review recall strategy	Review	Recall Strategy	06-ManageCustomerService/6.4-ManageProductRecallsAndRegulatoryAudits/6.4.8-ReviewRecallStrategy/19679-ReviewRecallStrategy.mdx
6.5	20595	Evaluate customer service operations and customer satisfaction	Evaluate	Customer Service Operations And Customer Satisfaction	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/index.mdx
6.5.1	11620	Identify key metrics for assessing customer service	Identify	Key Metrics For Assessing Customer Service	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.1-IdentifyKeyMetricsForAssessingCustomerService/11620-IdentifyKeyMetricsForAssessingCustomerService.mdx
6.5.2	11621	Track performance against customer service scorecard	Track	Performance Against Customer Service Scorecard	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.2-TrackPerformanceAgainstCustomerServiceScorecard/11621-TrackPerformanceAgainstCustomerServiceScorecard.mdx
6.5.3	10401	Measure customer satisfaction with customer problems, requests, and inquiries handling	Measure	Customer Satisfaction With Customer Problems, Requests, And Inquiries Handling	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.3-MeasureCustomerSatisfactionWithCustomerProblemsRequestsAndInquiriesHandling/index.mdx
6.5.3.1	11687	Solicit customer feedback on customer service experience	Solicit	Customer Feedback On Customer Service Experience	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.3-MeasureCustomerSatisfactionWithCustomerProblemsRequestsAndInquiriesHandling/11687-SolicitCustomerFeedbackOnCustomerServiceExperience.mdx
6.5.3.2	11688	Analyze customer service data and identify improvement opportunities	Analyze	Customer Service Data And Identify Improvement Opportunities	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.3-MeasureCustomerSatisfactionWithCustomerProblemsRequestsAndInquiriesHandling/11688-AnalyzeCustomerServiceDataAndIdentifyImprovementOpportunities.mdx
6.5.3.3	18126	Provide customer feedback to product management on customer service experience	Provide	Customer Feedback To Product Management On Customer Service Experience	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.3-MeasureCustomerSatisfactionWithCustomerProblemsRequestsAndInquiriesHandling/18126-ProvideCustomerFeedbackToProductManagementOnCustomerServiceExperience.mdx
6.5.4	10402	Measure customer satisfaction with customer- complaint handling and resolution	Measure	Customer Satisfaction With Customer- Complaint Handling And Resolution	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.4-MeasureCustomerSatisfactionWithCustomerComplaintHandlingAndResolution/index.mdx
6.5.4.1	11236	Solicit customer feedback on complaint handling and resolution	Solicit	Customer Feedback On Complaint Handling And Resolution	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.4-MeasureCustomerSatisfactionWithCustomerComplaintHandlingAndResolution/11236-SolicitCustomerFeedbackOnComplaintHandlingAndResolution.mdx
6.5.4.2	11237	Analyze customer complaint data and identify improvement opportunities	Analyze	Customer Complaint Data And Identify Improvement Opportunities	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.4-MeasureCustomerSatisfactionWithCustomerComplaintHandlingAndResolution/11237-AnalyzeCustomerComplaintDataAndIdentifyImprovementOpportunities.mdx
6.5.4.3	11689	Identify common customer complaints	Identify	Common Customer Complaints	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.4-MeasureCustomerSatisfactionWithCustomerComplaintHandlingAndResolution/11689-IdentifyCommonCustomerComplaints.mdx
6.5.5	10403	Measure customer satisfaction with products and services	Measure	Customer Satisfaction With Products And Services	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.5-MeasureCustomerSatisfactionWithProductsAndServices/index.mdx
6.5.5.1	11238	Gather and solicit post-sale customer feedback on products and services	Gather	And Solicit Post-sale Customer Feedback On Products And Services	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.5-MeasureCustomerSatisfactionWithProductsAndServices/11238-GatherAndSolicitPostSaleCustomerFeedbackOnProductsAndServices.mdx
6.5.5.2	11239	Solicit post-sale customer feedback on ad effectiveness	Solicit	Post-sale Customer Feedback On Ad Effectiveness	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.5-MeasureCustomerSatisfactionWithProductsAndServices/11239-SolicitPostSaleCustomerFeedbackOnAdEffectiveness.mdx
6.5.5.3	20117	Solicit customer feedback on cross-channel experience	Solicit	Customer Feedback On Cross-channel Experience	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.5-MeasureCustomerSatisfactionWithProductsAndServices/20117-SolicitCustomerFeedbackOnCrossChannelExperience.mdx
6.5.5.4	11240	Analyze product and service satisfaction data and identify improvement opportunities	Analyze	Product And Service Satisfaction Data And Identify Improvement Opportunities	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.5-MeasureCustomerSatisfactionWithProductsAndServices/11240-AnalyzeProductAndServiceSatisfactionDataAndIdentifyImprovementOpportunities.mdx
6.5.5.5	11241	Provide feedback and insights to appropriate teams (product design/development, marketing, manufacturing)	Provide	Feedback And Insights To Appropriate Teams (product Design/development, Marketing, Manufacturing)	06-ManageCustomerService/6.5-EvaluateCustomerServiceOperationsAndCustomerSatisfaction/6.5.5-MeasureCustomerSatisfactionWithProductsAndServices/11241-ProvideFeedbackAndInsightsToAppropriateTeamsProductDesignDevelopmentMarketingManufacturing.mdx
